peak_id	X__11t	X__12t	X__13t	X__15t	X__16t	X__17t	X__18t	X__19t	X__1t	X__20t	X__22t	X__24t	X__3t	X__7t	X__pt1_pre	X__pt11_pre	X__pt12pre	X__pt14pre	X__pt16pre	X__pt17pre	X__pt20pre	X__pt22pre	X__pt23pre	X__pt24pre	X__pt26pre	X__pt29pre	X__pt30pre	X__pt5_pre	X__pt6_pre	X__pt9_pre
chr1:11676279-11676779	50.2308396948358	91.6769309520529	9.61204591167998	21.241790718323	14.3472634002381	504.645456950434	20.7186927860907	6.81960047752919	7.16709571741893	28.514550269729	9.64129896718938	6.29925944708204	110.400816424971	15.7018350285369	13.6684742136024	11.8304185011364	18.9712885417333	17.8733479778041	45.941724659755	108.603175823763	42.535559167505	222.978800308047	27.1656553151759	9.76231153196697	20.5619964886615	11.7261894774877	5.73368207167336	24.8983135693704	59.6658788335043	16.5297609881064
chr1:158177676-158178176	274.645237933455	340.138931717012	940.894392461962	174.825527556725	131.491929513522	1261.36843078379	90.1263136194948	1833.71479506896	229.693857911474	160.855167484645	437.072219845919	28.1808975264197	436.346083965361	126.503463343118	294.965673529541	35.8497530337467	51.1504361948	130.314287100465	213.050769322836	256.216503664322	97.3747924743709	365.953632912975	60.0171454637606	7.40046196778141	74.6201485475621	284.487553410355	155.204842284951	92.6543800040503	59.0549653983489	18.3008068082606
chr1:161530866-161531366	367.359872395067	329.628200779834	898.644834725877	229.467239207148	123.800613051539	827.343912415338	515.50697488392	664.835273220457	224.954326872536	457.2108759608	334.377777816614	65.7112222321927	330.151012928008	190.792108648637	638.591115259506	224.060956460917	252.390180472933	163.057674584393	185.782817273051	255.944655915076	269.626230425424	265.819634626491	163.625691316989	14.3285540227257	219.54905928216	195.946325616571	365.967086712669	597.151356589981	286.111125464415	83.23915354725
chr1:202108259-202108759	27.4895142608554	39.7072057626726	418.911424648019	69.1755684576968	10.5016051692465	91.0552379401982	147.620686100897	397.81002785587	7.3982923534647	464.659267719911	8.91089753028109	10.874511045489	186.571538445162	90.0633556353812	116.728769784165	8.96243825843667	50.430007516	46.0018956150039	97.4007003179101	67.4182418129993	56.5969010410603	292.831726947759	53.0677917784831	8.502658431068	107.453013908489	11.2163551523796	17.7941857396759	71.8377571837571	16.9019383726309	15.9394123813883
chr1:222465344-222465844	383.853580951581	494.296318795623	984.447278457258	363.066922935548	186.218604339173	1099.52877986674	535.578208520446	1770.51983064386	264.257755000317	777.41648532219	501.931867443374	51.0571555184544	540.087803526604	275.819026633355	479.216705928901	119.379677602376	317.949190243733	202.906450403759	315.650417696931	599.696134836599	350.478946198367	1305.18300859324	179.419676965348	17.6351434125855	166.817487641883	323.404906893611	379.411582604868	768.174198976312	308.511284753444	53.7217232113457
chr1:228723848-228724348	14.7443758308224	111.822498581644	202.884765683821	46.1170456384645	4.88102775472018	509.876637586137	16.5749542288726	841.841792281659	2.4275646784806	67.8631249163471	1.31472258643492	9.28311918517353	31.3094378856002	52.4382037745476	7.38097607534532	11.1134234404615	24.4945750792	59.6999123029111	52.7321874270167	8.15543247737895	22.4981469976886	57.2931639680397	8.84463196308051	8.10901683703708	24.5417377445315	44.1856415093741	22.1438755871523	235.105387146841	54.7785713522616	8.85522910077127
chr1:234523538-234524038	257.401815351646	237.075375583016	584.325502879529	216.610365877636	109.453349651301	835.517632158623	241.372770957957	1285.72201003017	146.231872298951	425.009747951713	295.374341085711	33.2203050840853	335.291368401763	161.462265859483	210.494502889478	67.7560332337812	232.458320359467	119.326573179684	185.676716292312	310.450129638892	110.733067254248	465.743528112563	58.753626611892	8.97502834390511	141.944104792696	159.238254208783	246.152902732184	490.619228039068	285.500212029259	30.6981275493404
chr1:248906398-248906898	901.406163080958	840.858474974244	1289.53470180086	601.198576777801	306.765198887565	2223.41524456847	1196.63400022665	2210.76292813769	488.28729532867	967.689038441305	1110.2101841006	128.305968737934	1159.15015933181	640.812625787269	1043.17795198214	531.293339960126	599.3966607616	430.059122859376	597.666824499769	1082.36181362281	947.382908730792	1440.75962482992	470.66077232107	29.9167611463504	517.698008367753	645.110366036862	1036.01703639891	1132.26101379399	409.108363742355	156.442380780292
chr10:97400007-97400507	83.2182568078622	71.8233280707166	41.1091455092754	68.3370767188156	15.0868130600442	75.034747243359	66.2998169154904	166.398251651712	297.550070590908	95.7005486625206	115.987748181036	12.3332869174448	80.2596411470423	30.5148869422509	50.299985106057	43.019703640496	39.1432915481333	21.389416432454	25.8886393001853	49.3403664881427	26.3650160129163	110.28503934989	16.4257450742924	8.89630002509893	52.0682814309655	38.2375743831122	58.32538659116	60.4090230863412	157.819304081795	28.9270817291862
chr11:68326721-68327221	33.4872264632238	70.3635043294419	43.987328748366	24.0367631812603	7.5434065300221	165.59956199896	49.4658790267917	708.632262953922	9.59466039589953	71.7001752164954	8.03441580599115	10.4103550862303	109.466206338834	31.9961921336223	54.1271578858657	27.2458123056475	335.959907213733	57.5023695187549	59.7348521557553	157.399846813414	23.2012140913663	284.573252862275	26.5338958892415	8.81757170629274	46.7619597564722	78.6844308416931	232.510693665099	81.6338149815422	132.160939805271	22.4332470552872
